Circuit,time,FPI,WindSustained,GustSustained,Thresholds
LAUDA,10/23/2021 12:20,0,1.085669577,32.50425166,31/45
LARCH,10/23/2021 12:20,0.253547891,0.270098307,29.84662543,31/46
TOGA,10/23/2021 12:20,0.296981779,0,30.12987294,31/41.7
BLUE CUT,10/23/2021 12:20,0.430198302,0.179718801,29.89832658,31/46
FORTUNE,10/23/2021 12:20,0,0.082101099,35.62024421,31/45
NORTHPARK,10/23/2021 12:20,0.106061317,1.100403945,34.11943605,31/46
RACER,10/23/2021 12:20,0.001592885,0.31066269,29.20317287,31/46
COLLINS,10/23/2021 12:20,0.502070655,0,28.55765705,31/43
CASTRO,10/23/2021 12:20,0.843208013,0.813822515,27.71599912,29/46
SCHMIDT,10/23/2021 12:20,0.599040119,3.10089679,35.950989,31/44
AMBERCREST,10/23/2021 12:20,0,1.384467924,29.19142173,31/44
CONINE,10/23/2021 12:20,0.163652683,0,27.66286173,28/40
CASSIDY,10/23/2021 12:20,0,0.281190234,28.12950558,31/46
HILLFIELD,10/23/2021 12:20,0.92808951,2.875644884,31.99928288,31/46
ENERGY,10/23/2021 12:20,0.861576924,0,29.18912183,31/46
DARTMOUTH,10/23/2021 12:20,1.197692436,3.138964572,37.84634401,31/45
SWEETWATER,10/23/2021 12:20,0.081654898,0,29.73300232,31/46
EVERETT,10/23/2021 12:20,0.2706787,1.073375809,32.26657856,31/46
BUCKHORN,10/23/2021 12:20,0.504604535,0.165312338,23.32135171,31/46
LOPEZ,10/23/2021 12:20,0.472630823,0.655059312,30.02839105,31/46
SUTT,10/23/2021 12:20,2.119588428,1.05379436,27.26924581,31/46
FLAKE,10/23/2021 12:20,0,0.300040078,31.00642885,28/36
IMPALA,10/23/2021 12:20,0,0.288445556,26.5434898,31/46
DE MILLE,10/23/2021 12:20,0.089031238,0,30.17173725,31/46
COVENTRY,10/23/2021 12:20,0.974791088,0,30.8940258,31/46
Kuehner,10/23/2021 12:20,0,0.191027577,27.83514163,31/46
CHAWA,10/23/2021 12:20,0.387486229,0.824832204,29.07713596,31/46
HILLCREST,10/23/2021 12:20,0,0,27.75019571,31/45
TAGGERT,10/23/2021 12:20,0,0.192434651,33.41631624,31/46
FROZEN,10/23/2021 12:20,0.541477986,1.01263714,29.25656174,31/46
TOWNSHIP,10/23/2021 12:20,0,0.956445566,29.44301193,31/45
TUBA,10/23/2021 12:20,0.677185858,1.788399387,26.44470728,31/46
ROSA,10/23/2021 12:20,0,0.710185308,33.16590916,31/46
CALSTATE,10/23/2021 12:20,0.076224865,0,35.21550883,31/46
PETIT,10/23/2021 12:20,0.927089645,0,30.75233916,31/46
GLASSCOCK,10/23/2021 12:20,0.508914784,1.996739661,33.75200946,31/45
BONNEVILLE,10/23/2021 12:20,0.104911443,2.051714538,34.64287906,28/40
BIANCO,10/23/2021 12:20,0.46275668,0,29.33182441,31/40
RANKIN,10/23/2021 12:20,0,0.407091851,35.92078317,31/46
STAR ROCK,10/23/2021 12:20,0.294847834,1.140335027,35.73407195,31/44
LOUCKS,10/23/2021 12:20,0.206418977,1.061452307,40.36080456,31/46
VIENTO,10/23/2021 12:20,0.053624936,0.064863763,30.66905945,31/46
STAGHORN,10/23/2021 12:20,0.579797056,0.647891205,28.56775687,31/46
CAIN RANCH,10/23/2021 12:20,0,0,30.52174641,31/46
STEARNS,10/23/2021 12:20,0.494940801,0.884096712,27.90248993,31/46
ROUNDEL,10/23/2021 12:20,0,0.91702453,38.6749109,31/44
TAHQUITZ,10/23/2021 12:20,0.254770406,0,23.74355159,31/46
HAMPSHIRE,10/23/2021 12:20,0.151758347,1.093871067,28.15476895,31/45
PICK,10/23/2021 12:20,0,1.207883959,40.97338412,31/46
METTLER,10/23/2021 12:20,0.780800546,0.802608282,29.61778335,23/37
GOWAN,10/23/2021 12:20,0.207295866,2.236164051,33.30949777,31/46
RUSTIC,10/23/2021 12:20,0.220067393,0,29.0964347,31/46
ROS,10/23/2021 12:20,0.686713449,0,29.34230595,27/39
HONEYCRISP,10/23/2021 12:20,0.847199642,1.058788931,28.91092135,29/42
GNATCATCHER,10/23/2021 12:20,0,2.123439671,31.89513615,31/46
SANTORINI,10/23/2021 12:20,0.504261938,2.168531062,33.01807501,31/42
PASCAL,10/23/2021 12:20,1.097803979,1.002751943,32.60987142,31/44
GILMAN,10/23/2021 12:20,0,0,26.04022624,31/45
JEEP,10/23/2021 12:20,0,0,32.94163611,27/43
CANEBRAKE,10/23/2021 12:20,0.362577689,1.270448706,32.84898838,31/46
GUNSITE,10/23/2021 12:20,0.765543794,0.6767703,31.94637349,31/46
CAMP BALDY,10/23/2021 12:20,0.718887426,0,30.82169995,31/46
TANAGER,10/23/2021 12:20,0.759035321,0.679740331,32.08625233,30.67/44.07
CALGROVE,10/23/2021 12:20,0,0.828798498,31.20286879,31/46
BEAR VALLEY,10/23/2021 12:20,0.488609165,1.505691936,30.06993033,18/29
BIG ROCK,10/23/2021 12:20,0.240387394,0.215323724,30.41434457,31/46
GREAT SALT,10/23/2021 12:20,0.785740891,1.548409244,35.93218979,29/42
PURCHASE,10/23/2021 12:20,0.350975931,0,29.41080344,31/46
ANACONDA,10/23/2021 12:20,1.042805249,1.179766746,30.75416934,31/42
DAVENPORT,10/23/2021 12:20,0.679138038,0,30.4938893,31/46
LYONS,10/23/2021 12:20,0,0,29.72534598,31/46
GILLIBRAND,10/23/2021 12:20,0.657816418,0,30.3634695,31/46
MODJESKA,10/23/2021 12:20,0,0,34.01172662,30/44
ANGUS,10/23/2021 12:20,0.338425859,0,28.37433206,31/46
OLIVER,10/23/2021 12:20,0.025393675,1.295435086,27.18044216,29/42
TWIN LAKES,10/23/2021 12:20,0.998943908,1.790420492,34.23762874,31/45
BIRCHIM,10/23/2021 12:20,0.484054748,1.181237769,24.4418997,31/46
JULIUS,10/23/2021 12:20,0.648771784,0.535112291,36.40365327,31/46
THACHER,10/23/2021 12:20,0.664024751,0,29.59006256,29/46
JORDAN,10/23/2021 12:20,0,0.962280671,36.27456612,27/46
GREEN RIVER,10/23/2021 12:20,0.432629655,0.650983893,26.62944836,30.55/39.5
ECHO,10/23/2021 12:20,0,1.177856385,35.53095994,31/46
GABBERT,10/23/2021 12:20,1.013748474,0.125326143,33.11503894,31/46
TIMBER CANYON,10/23/2021 12:20,1.075745577,0,27.50762507,31/46
REVERSE PEAK,10/23/2021 12:20,0.324829263,0.842196241,25.87117687,31/46
PINE COVE,10/23/2021 12:20,0.347689879,0.038867988,36.63716838,27/44
CUDDEBACK,10/23/2021 12:20,0.425025637,1.336136162,33.9866931,23/37
PLATEAU,10/23/2021 12:20,0.26247468,1.239992481,28.36304886,31/46
FINGAL,10/23/2021 12:20,0.715636523,0.044260969,29.47918072,31/46
SAUNDERS,10/23/2021 12:20,0.696002024,1.687757976,23.88755627,27/44
GOLDSMITH,10/23/2021 12:20,0,0,27.14374308,31/45
ALOLA #2,10/23/2021 12:20,0.024991887,0.174225641,25.31887706,31/44
DIAMONDBACK,10/23/2021 12:20,0.194348136,0,25.81794161,31/42
NAPOLEON,10/23/2021 12:20,0.039425516,0.340580865,31.38578652,31/45
PYLE,10/23/2021 12:20,0.116635591,0.493585371,30.59471417,28/44
DYSART,10/23/2021 12:20,0,2.72848589,32.83629207,31/46
AMETHYST,10/23/2021 12:20,0.178926039,1.15579749,28.69140738,31/46
STUBBY,10/23/2021 12:20,0.217528192,1.264445031,34.46516535,31/46
CARMELITA,10/23/2021 12:20,0,0.303288845,28.56454331,31/46
ENCHANTED,10/23/2021 12:20,0,1.046126744,31.50717173,31/46
BOUQUET,10/23/2021 12:20,0,0.922507644,31.33214712,31/46
SNOW VALLEY,10/23/2021 12:20,0.250956313,4.251238819,27.73460907,31/46
BADGER,10/23/2021 12:20,0.537689124,4.309263937,26.16467823,31/46
MIDDLE ROAD,10/23/2021 12:20,0.185669878,1.457867873,28.44099348,26/42
BING,10/23/2021 12:20,1.007932753,0.436295603,39.37174313,31/45
MACIEL,10/23/2021 12:20,0.516232134,0.893829955,35.0456068,28/42
GRAPEVINE PEAK,10/23/2021 12:20,0,0,30.92127125,31/46
CAESAR,10/23/2021 12:20,0.868586303,0,26.9996878,31/45
FANO,10/23/2021 12:20,0,0,31.93186687,28/40
SAGINAW,10/23/2021 12:20,0.404958352,0,29.57845437,24/40
VARGAS,10/23/2021 12:20,0.746969364,0,33.85762052,31/46
OAK GLEN,10/23/2021 12:20,0,0.689630762,32.69031132,27/41
JONAGOLD,10/23/2021 12:20,0.740110188,0.218031487,34.016097,28/39
LAZARO,10/23/2021 12:20,0,2.817187417,34.62931186,28/40
SADDLEBACK,10/23/2021 12:20,0.605848038,0.683957954,23.96933882,31/46
ERRINGER,10/23/2021 12:20,0.588207879,0.258884902,30.91773606,31/45
COBRA,10/23/2021 12:20,0,0.850983695,30.75146677,31/42
FERRARA,10/23/2021 12:20,0.479866678,0.240618949,31.34068503,31/46
STORES,10/23/2021 12:20,0.774094429,0,35.79631899,31/46
PHEASANT,10/23/2021 12:20,0.389728969,0.963845481,31.12146112,31/45
CONDOR,10/23/2021 12:20,0.353913916,0.044394783,33.88758579,31/46
SAVORY,10/23/2021 12:20,0,1.282170778,31.23928998,29/42
VIDEO,10/23/2021 12:20,0,2.109119423,25.1639672,28/45
LOCKNER,10/23/2021 12:20,0,1.411531012,30.9495753,31/45
GINGER,10/23/2021 12:20,0.680405454,0.260613722,30.12586265,28/40
ICEHOUSE,10/23/2021 12:20,0,0,31.61972839,31/46
BUCKNER,10/23/2021 12:20,0,0,32.10533713,31/45
ZENDA,10/23/2021 12:20,0.958586427,0,24.55868462,31/46
PATRICIA,10/23/2021 12:20,1.686011259,0.742427548,28.72512152,31/46
ANTON,10/23/2021 12:20,0.581069123,0,30.5626087,31/46
RMV 1243,10/23/2021 12:20,0.523894802,0.969632019,32.84276553,31/46
EASTER,10/23/2021 12:20,0,0,32.03938878,29/41
SOGGY,10/23/2021 12:20,0.519233089,0,21.44247354,28/40
ZONE,10/23/2021 12:20,0.124893429,0,27.71675078,31/46
CABANA,10/23/2021 12:20,0.259007365,2.156522614,28.73636778,31/46
LANGER,10/23/2021 12:20,0.472431171,0.692091558,32.02957595,31/45
MORGANSTEIN,10/23/2021 12:20,0,1.279778548,32.62410092,31/46
GALENA,10/23/2021 12:20,0.519604307,0.537731439,23.98199367,31/46
ACCENT,10/23/2021 12:20,0.730718455,0.429861824,29.67132281,27/38
ATENTO,10/23/2021 12:20,0,1.04018805,22.84421249,31/46
DUKE,10/23/2021 12:20,0.516634728,0,30.54835077,30/46
BLACKHILLS,10/23/2021 12:20,0.880688299,0.621489255,31.12995522,31/46
CLARINET,10/23/2021 12:20,0.742906561,0,24.71616129,31/46
PARINA,10/23/2021 12:20,0,0,27.00051231,28/36
RICARDO,10/23/2021 12:20,0,0.541986639,29.31527282,31/46
GUITAR,10/23/2021 12:20,0,1.072496413,33.54234079,31/46
KINSEY,10/23/2021 12:20,0,0.73081503,32.80647434,31/46
TUFA,10/23/2021 12:20,0.266943864,0.417201876,32.17648173,31/46
ICE HOUSE,10/23/2021 12:20,0,0.996703279,29.41379061,31/46
WHITECLIFF,10/23/2021 12:20,0,2.016991904,28.12121997,31/46
CLUB OAKS,10/23/2021 12:20,0,0,32.0695316,31/46
MORELLO,10/23/2021 12:20,0,1.064079071,32.25107504,31/45
RED BOX,10/23/2021 12:20,0,1.52953715,30.41596724,31/46
NAPA,10/23/2021 12:20,0,2.460165606,34.88082268,28/39
TAPO,10/23/2021 12:20,0,0.093966302,36.51823863,31/46
BELPAC,10/23/2021 12:20,0.944775975,2.215745545,28.00552565,31/42.42
RANIER,10/23/2021 12:20,0.215079058,0,32.87920946,31/45
ACOSTA,10/23/2021 12:20,0.751711467,0.162773785,30.34192136,31/46
BENCH,10/23/2021 12:20,0.57032054,2.921304941,33.24522889,29/42
REJADA,10/23/2021 12:20,0,0.712790478,25.16577129,31/46
OAK KNOLL,10/23/2021 12:20,0,0.711881763,33.95482736,31/46
RAINBOW,10/23/2021 12:20,0,0.948717258,32.58712302,31/46
VETERANS,10/23/2021 12:20,1.389593243,0,32.45001292,31/46
CUTHBERT,10/23/2021 12:20,0,0.800111837,26.32974499,31/46
BOOTLEGGER,10/23/2021 12:20,0.337065997,2.319663171,32.96857102,31/46
VERA CRUZ,10/23/2021 12:20,0.055678567,1.404886807,33.32380603,28/42
VERDEMONT,10/23/2021 12:20,0,0.20131487,34.88972143,31/46
MARCUS,10/23/2021 12:20,0,0,33.56456167,31/46
SAND CANYON,10/23/2021 12:20,0.001329736,0,30.12049477,31/46
MOCCASIN,10/23/2021 12:20,0,1.524639987,31.09528124,31/46
FLYING D,10/23/2021 12:20,0,0,32.56309676,31/46
WINERY,10/23/2021 12:20,1.011358659,1.702425886,31.00499551,29/42
STRATHERN,10/23/2021 12:20,0.313684814,1.097832602,29.040983,31/46
WOBEGONE,10/23/2021 12:20,0.455506907,0.466336074,27.09723164,28/40
TAIWAN,10/23/2021 12:20,0.427286343,1.185307896,32.53766419,31/46
FOOTHILL,10/23/2021 12:20,0.043965391,0.564529135,31.47716222,26/36
DYSART,10/23/2021 12:30,0.239813197,3.190646594,30.02207679,31/46
CAESAR,10/23/2021 12:30,1.699104045,0.460397782,23.50488102,31/45
DE MILLE,10/23/2021 12:30,0.664569548,0,30.9278922,31/46
OLIVER,10/23/2021 12:30,0,0.692170042,28.53132317,29/42
CABANA,10/23/2021 12:30,0.155977771,2.071916465,30.55605781,31/46
PICK,10/23/2021 12:30,0,2.256606073,33.49891693,31/46
TUFA,10/23/2021 12:30,0.806749371,0,28.47126469,31/46
SANTORINI,10/23/2021 12:30,0.796730864,2.760350967,31.22630652,31/42
TAGGERT,10/23/2021 12:30,0,0.029955377,25.53585463,31/46
ATENTO,10/23/2021 12:30,0.584815117,2.559199743,30.51501634,31/46
SADDLEBACK,10/23/2021 12:30,0.783615761,0.288595458,31.92149444,31/46
THACHER,10/23/2021 12:30,0.923232042,0.610123901,31.25170353,29/46
GOLDSMITH,10/23/2021 12:30,0,0,29.65686608,31/45
SAND CANYON,10/23/2021 12:30,0.107781887,1.132333863,29.88070438,31/46
ARLENE,10/23/2021 12:30,0,0,31.61400606,31/46
RANIER,10/23/2021 12:30,0.328989149,0,30.13597754,31/45
CAIN RANCH,10/23/2021 12:30,0,0,30.02255278,31/46
MORELLO,10/23/2021 12:30,0,1.767902272,29.43314499,31/45
VIENTO,10/23/2021 12:30,0,0.362970395,32.83163205,31/46
VIDEO,10/23/2021 12:30,0,0.948514296,36.34846956,28/45
FERRARA,10/23/2021 12:30,0.172124191,0.538243255,27.28662013,31/46
OAK GLEN,10/23/2021 12:30,0,0.73633789,29.67732891,27/41
MACIEL,10/23/2021 12:30,0.264123789,0.18188276,34.97068409,28/42
MIDDLE ROAD,10/23/2021 12:30,0.418937208,0,35.19476094,26/42
GRAPEVINE PEAK,10/23/2021 12:30,0.722194775,0,29.04042907,31/46
TWIN LAKES,10/23/2021 12:30,0.756237589,1.853980077,24.61798051,31/45
JONAGOLD,10/23/2021 12:30,0.344156657,0.836806497,34.63426305,28/39
SAGINAW,10/23/2021 12:30,0.068492429,0,35.81742889,24/40
COBRA,10/23/2021 12:30,0.139183568,2.493420551,31.81681114,31/42
STORES,10/23/2021 12:30,0.717842243,0.924409967,32.39901547,31/46
CONDOR,10/23/2021 12:30,0.08234438,0.08335645,33.92301304,31/46
LOCKNER,10/23/2021 12:30,0.348613362,1.031423028,35.61590456,31/45
BADGER,10/23/2021 12:30,0.607388698,4.382442055,39.03570392,31/46
SNOW VALLEY,10/23/2021 12:30,0.72436217,5.93208705,33.43730762,31/46
JULIUS,10/23/2021 12:30,1.374201813,0.084969113,32.09402807,31/46
GREEN RIVER,10/23/2021 12:30,0.331644674,1.812578315,34.17986449,30.55/39.5
ECHO,10/23/2021 12:30,0,2.378233231,29.37711691,31/46
REVERSE PEAK,10/23/2021 12:30,0.112664087,0.996736228,35.28913846,31/46
BLUE CUT,10/23/2021 12:30,0.8559782,0.200992037,29.31343523,31/46
COVENTRY,10/23/2021 12:30,1.057166502,0.612994383,31.47443322,31/46
BIRCHIM,10/23/2021 12:30,0.044040464,0.272457776,34.20912156,31/46
NAPOLEON,10/23/2021 12:30,0,0,33.15602157,31/45
STAR ROCK,10/23/2021 12:30,0.198115345,1.406991639,22.86043409,31/44
CALSTATE,10/23/2021 12:30,0.262309503,0,32.58805153,31/46
SUTT,10/23/2021 12:30,1.853329602,0,30.39686186,31/46
TAHQUITZ,10/23/2021 12:30,0.310777614,0,30.39745294,31/46
CALGROVE,10/23/2021 12:30,0.180663459,0.448938569,33.93032365,31/46
GUNSITE,10/23/2021 12:30,0.207533535,1.355564844,35.28818446,31/46
HONEYCRISP,10/23/2021 12:30,0.574512005,3.40552307,34.60526798,29/42
LOPEZ,10/23/2021 12:30,0.963132312,0,31.96497004,31/46
CONINE,10/23/2021 12:30,0,0,27.49508746,28/40
LARCH,10/23/2021 12:30,0.118997805,1.103059957,22.73488186,31/46
SWEETWATER,10/23/2021 12:30,0.340764072,0,31.50602152,31/46
MODJESKA,10/23/2021 12:30,0,2.412089654,33.92857554,30/44
ANTON,10/23/2021 12:30,0.6953721,0,29.78024269,31/46
GUITAR,10/23/2021 12:30,0.334126658,0.364293947,23.78260591,31/46
BLACKHILLS,10/23/2021 12:30,1.286156009,0.131859205,32.98580009,31/46
ZONE,10/23/2021 12:30,0.054960505,0.375253946,28.48175009,31/46
VETERANS,10/23/2021 12:30,1.345826632,0,29.91687507,31/46
VERDEMONT,10/23/2021 12:30,0,0.408477613,29.96120042,31/46
BELPAC,10/23/2021 12:30,0.669775695,2.974927988,35.8205407,31/42.42
PLATEAU,10/23/2021 12:30,0.583743268,3.214861829,36.9841636,31/46
ALOLA #2,10/23/2021 12:30,0,0.535718827,31.12103451,31/44
STUBBY,10/23/2021 12:30,0,1.23694975,26.24095836,31/46
BALCOM,10/23/2021 12:30,1.082418704,0.829162531,30.20511718,31/46
STEEL,10/23/2021 12:30,0.122193795,0.506362248,28.55171693,30/43
METTLER,10/23/2021 12:30,0.658483308,0.987020603,35.71670635,23/37
CORSAIR,10/23/2021 12:30,0,1.707207534,29.02821936,30/42
HAMPSHIRE,10/23/2021 12:30,0,2.811693883,31.95756662,31/45
ROS,10/23/2021 12:30,0.769657988,0,30.65823837,27/39
PASCAL,10/23/2021 12:30,1.682511658,1.450647539,31.34128639,31/44
CANEBRAKE,10/23/2021 12:30,0,1.539952848,27.80806336,31/46
TANAGER,10/23/2021 12:30,0.594776287,0.871149812,25.33232967,30.67/44.07
LYONS,10/23/2021 12:30,0,0.503041667,34.05435032,31/46
GREAT SALT,10/23/2021 12:30,0.77337965,1.344763539,33.33548857,29/42
ROUNDEL,10/23/2021 12:30,0,0.99585781,31.00699283,31/44
FLAKE,10/23/2021 12:30,0.148050628,1.740063758,27.80131874,28/36
HILLCREST,10/23/2021 12:30,0.153877281,0,31.7763797,31/45
TOWNSHIP,10/23/2021 12:30,0,1.215078479,24.36134843,31/45
PETIT,10/23/2021 12:30,0.366589619,0,24.18189938,31/46
FROZEN,10/23/2021 12:30,0.880271814,0.963767261,37.71799186,31/46
PURCHASE,10/23/2021 12:30,1.062665481,0,29.58796747,31/46
BIANCO,10/23/2021 12:30,0.397121179,0,25.47873691,31/40
LAUDA,10/23/2021 12:30,0,0.648618206,35.18422834,31/45
PYLE,10/23/2021 12:30,0.355717609,0,31.08905478,28/44
CASSIDY,10/23/2021 12:30,0,0,29.47508548,31/46
RACER,10/23/2021 12:30,0.288165316,0.74242106,28.62776491,31/46
CARMELITA,10/23/2021 12:30,0,0.563316243,30.92529074,31/46
MOCCASIN,10/23/2021 12:30,0.309066922,2.628259707,30.78016815,31/46
FOOTHILL,10/23/2021 12:30,0,1.645527569,39.52532644,26/36
VERA CRUZ,10/23/2021 12:30,0.249647469,1.359138888,34.54858458,28/42
MARCUS,10/23/2021 12:30,0.166886302,0,28.87305559,31/46
WINERY,10/23/2021 12:30,0.066270662,0,30.05755521,29/42
RAINBOW,10/23/2021 12:30,0,0.692467284,34.45417294,31/46
ANGUS,10/23/2021 12:30,0,0.247255771,24.57156861,31/46
CLUB OAKS,10/23/2021 12:30,0,0.174500472,32.20898257,31/46
GALENA,10/23/2021 12:30,0.238560582,0.407673772,29.58246463,31/46
RICARDO,10/23/2021 12:30,0.082629653,0.805406732,32.99701529,31/46
ICE HOUSE,10/23/2021 12:30,0,3.97601014,34.11653945,31/46
NAPA,10/23/2021 12:30,0,1.523299441,26.46554656,28/39
DUKE,10/23/2021 12:30,0.4833566,0.024502515,33.06652486,30/46
AMETHYST,10/23/2021 12:30,0.15791323,0.267253789,33.24526328,31/46
SHOVEL,10/23/2021 12:30,0.72524106,0,25.31756044,25/40
AMBERCREST,10/23/2021 12:30,0.132853311,0.275025168,32.97287118,31/44
DONLON,10/23/2021 12:30,0,0,20.99315162,31/46
TOGA,10/23/2021 12:30,0.349328711,0.032053225,32.45406449,31/41.7
LANGER,10/23/2021 12:30,0.689471807,0.828356812,30.16394828,31/45
RUSTIC,10/23/2021 12:30,0,0,30.88420046,31/46
STAGHORN,10/23/2021 12:30,0.348951508,2.096957626,31.43811097,31/46
CAMP BALDY,10/23/2021 12:30,1.055682585,0,30.49278805,31/46
BEAR VALLEY,10/23/2021 12:30,0.364425412,1.088174309,31.24490232,18/29
BUCKHORN,10/23/2021 12:30,0,0.906767496,32.95309801,31/46
BOOTLEGGER,10/23/2021 12:30,0.409013408,1.526670066,28.08973105,31/46
DAVENPORT,10/23/2021 12:30,0.821982385,0.400439047,25.69550055,31/46
ICEHOUSE,10/23/2021 12:30,0.209811106,0,32.26982427,31/46
IMPALA,10/23/2021 12:30,0.340423058,0,26.47273672,31/46
Kuehner,10/23/2021 12:30,0,1.160493212,35.27141914,31/46
JEEP,10/23/2021 12:30,0.252457164,1.957843943,28.15438085,27/43
ROSA,10/23/2021 12:30,0,0,24.12493133,31/46
CUDDEBACK,10/23/2021 12:30,0.445942842,1.720844061,29.76389644,23/37
GABBERT,10/23/2021 12:30,1.291245184,0.536948091,32.38824038,31/46
SAUNDERS,10/23/2021 12:30,0.493680862,0.197475894,28.29917376,27/44
BING,10/23/2021 12:30,1.408811024,0.061561073,30.13914411,31/45
BOUQUET,10/23/2021 12:30,0.183788686,0.629280161,29.32070777,31/46
LOUCKS,10/23/2021 12:30,0,0.882833551,31.81855858,31/46
ACOSTA,10/23/2021 12:30,0.92606935,0,33.92486284,31/46
STRATHERN,10/23/2021 12:30,0,0.641646142,28.51861019,31/46
BONNEVILLE,10/23/2021 12:30,0.195029571,1.656407687,31.21170906,28/40
CLARINET,10/23/2021 12:30,0.546833315,0.71999913,30.95559795,31/46
RED BOX,10/23/2021 12:30,0.144725278,1.776716998,30.0520394,31/46
CHAWA,10/23/2021 12:30,0.003840426,1.25414612,37.67518821,31/46
PYTHON,10/23/2021 12:30,0.521159628,1.3112971,32.93595395,31/46
GILMAN,10/23/2021 12:30,0,0,40.13158914,31/45
CASTRO,10/23/2021 12:30,0.464236444,0.927993789,30.01860339,29/46
ACCENT,10/23/2021 12:30,0.099303991,1.693284636,29.22764344,27/38
DARTMOUTH,10/23/2021 12:30,0.829852244,3.588269318,33.60045786,31/45
TAPO,10/23/2021 12:30,0,0.471727986,31.92197162,31/46
RANKIN,10/23/2021 12:30,0.290793447,0,30.82864679,31/46
GNATCATCHER,10/23/2021 12:30,0,1.433053427,30.9810383,31/46
VARGAS,10/23/2021 12:30,0.736828843,0,30.18214436,31/46
GOWAN,10/23/2021 12:30,0.645181069,3.630849366,28.88284539,31/46
RMV 1243,10/23/2021 12:30,1.1143607,0.309929003,28.8065622,31/46
PATRICIA,10/23/2021 12:30,1.342808552,0.573897197,28.41588629,31/46
TAIWAN,10/23/2021 12:30,0.096134284,1.817800646,30.21230556,31/46
REJADA,10/23/2021 12:30,0.053124669,0.953349998,28.77152662,31/46
KINSEY,10/23/2021 12:30,0.549131669,0.954040902,36.68924784,31/46
BENCH,10/23/2021 12:30,0.550229147,2.978230498,32.58019358,29/42
FLYING D,10/23/2021 12:30,0.50353582,0,30.7753693,31/46
CUTHBERT,10/23/2021 12:30,0,0.316577131,29.98330989,31/46
BUCKNER,10/23/2021 12:30,0,0,28.06537159,31/45
WHITECLIFF,10/23/2021 12:30,0.468957743,2.224834095,24.46150614,31/46
OAK KNOLL,10/23/2021 12:30,0,0,23.72337264,31/46
DIAMONDBACK,10/23/2021 12:30,0.590425465,0,32.00886469,31/42
EASTER,10/23/2021 12:30,0.1279577,0.476935165,32.56754524,29/41
ENCHANTED,10/23/2021 12:30,0.340582571,1.358897356,31.17327152,31/46
ESTABAN,10/23/2021 12:30,0.240979585,2.732590894,33.70670898,31/45
AVANTI,10/23/2021 12:30,0.161512124,1.429597147,30.04577647,31/46
PINE COVE,10/23/2021 12:30,0,0,30.1214414,27/44
TIMBER CANYON,10/23/2021 12:30,0.795373891,0,29.84889816,31/46
NORTHPARK,10/23/2021 12:30,0.439840455,0.89460756,26.44623616,31/46
SCHMIDT,10/23/2021 12:30,0.342279917,3.125193076,35.2904882,31/44
FORTUNE,10/23/2021 12:30,0,0.624162257,32.37427817,31/45
WOBEGONE,10/23/2021 12:30,0.693024548,0,40.96189302,28/40
JORDAN,10/23/2021 12:30,0,0.388248796,30.69804963,27/46
ENERGY,10/23/2021 12:30,1.032950264,0.114586779,30.4186522,31/46
COLLINS,10/23/2021 12:30,0,0,30.30905889,31/43
SAVORY,10/23/2021 12:30,0,1.992240257,28.69766227,29/42
STEARNS,10/23/2021 12:30,0,1.715541492,34.10655467,31/46
ERRINGER,10/23/2021 12:30,0.343797168,0,26.98269303,31/45
MORGANSTEIN,10/23/2021 12:30,0.765077086,0.905839958,26.43293473,31/46
PARINA,10/23/2021 12:30,0,0,30.53148547,28/36
GINGER,10/23/2021 12:30,0.928690488,0.261454181,31.39037319,28/40
SOGGY,10/23/2021 12:30,0.445667653,0.139359129,31.91799826,28/40
FINGAL,10/23/2021 12:30,0.385571246,0.550033771,34.95526087,31/46
EVERETT,10/23/2021 12:30,0.651636588,2.55458128,30.73142491,31/46
ANACONDA,10/23/2021 12:30,1.618363613,1.370127917,32.61638369,31/42
BIG ROCK,10/23/2021 12:30,0,0.420321613,26.66042499,31/46
TUBA,10/23/2021 12:30,1.125944453,2.38376294,34.15377189,31/46
SONOMA,10/23/2021 12:30,0.581374352,0.276410005,30.16440922,27/39
FANO,10/23/2021 12:30,0,0,33.20070572,28/40
LAZARO,10/23/2021 12:30,0,2.965867742,32.43200538,28/40
PHEASANT,10/23/2021 12:30,0.427438864,0.477527211,27.38232389,31/45
ZENDA,10/23/2021 12:30,1.103206014,0.221444649,26.94239997,31/46
GILLIBRAND,10/23/2021 12:30,1.366621727,0.038240514,28.84045069,31/46
GLASSCOCK,10/23/2021 12:30,1.185048039,2.845014205,33.97444952,31/45
HILLFIELD,10/23/2021 12:30,0.934780542,1.839348146,35.27198364,31/46
LOCKNER,10/23/2021 12:40,0,0.372856132,26.27302009,31/45
PARINA,10/23/2021 12:40,0,0,28.5849899,28/36
METTLER,10/23/2021 12:40,0.965318159,1.15654361,34.97132096,23/37
CONDOR,10/23/2021 12:40,0,1.499072538,29.06613721,31/46
CANEBRAKE,10/23/2021 12:40,0.480953301,1.411285502,33.1909148,31/46
STEEL,10/23/2021 12:40,0.283680282,0,41.46283057,30/43
GRAPEVINE PEAK,10/23/2021 12:40,0.2506697,0,24.03782139,31/46
BADGER,10/23/2021 12:40,0.333099764,6.134240124,33.36509321,31/46
